Title,Text,TextSource,Mode,Melody,MelodySources_OCO,MelodySource_Verona,gabc,GB_ID,Occasion,Office
Benedicamus Patrem,Benedicamus Patrem et Filium cum Sancto Spiritu. * Laudemus eum in sæcula. ℣ Soli Deo honor et gloria.,"<sp>V/</sp> 1 Tim 1,17",6,f f f g f f f f gh f f f fe dc f fgd ifghih,cf. CAO 6238; cf. ARII 407,Calithes.it,"(c4)Be(f)ne(f)di(f)cá(g)mus(f) Pa(f)trem(f) et(f) Fí(gh)li(f)um(f) (,) cum(f) San(fe~)cto(dc) Spí(f)ri(fgd)tu.(ixfgw!hih) <v>\greheightstar</v>(;) Lau(j)dé(j)mus(ixih) e(gh)um(f) in(ixfg!hwiHGF) sǽ(g)cu(ghf)la.(f)  <sp>V/</sp>(::) So(f)li(f) De(gh)o(f) (,) ho(f)nor(fe) et(dc~) gló(f)ri(fgd)a.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,Trn,V
Benedicentur in ipso,Benedicentur in ipso * Omnes tribus terræ. ℣ Omnes gentes magnificabunt eum.,"Ps 71,17",6,f f f g f f gh hg f gh gf g g f,ARII 105,"Antiphonae & Responsoria/Tomus I, p. 125","(c4)Be(f)ne(f)di(f)cén(g)tur(f) in(f) i(gh)pso(hg) <v>\greheightstar</v>(;) Om(f)nes(gh) tri(gf)bus(g) ter(g)ræ.(f)  <sp>V/</sp>(::) Om(h)nes(h) gen(ixhi)tes(g) (`) ma(g)gni(h)fi(g)cá(g)bunt(f) e(gh)um.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Ep,V
Benedictus Dominus,Benedictus Dominus * A sæculo et usque in sæculum. ℣ Qui facit mirabilia solus.,"Ps 71,18; 105,48",6,f f g f g gh hg f gh g f f g fd f g f f,PM 115,"Antiphonæ & Responsoria/Tomus III, p. 122","(c4)Be(f)ne(f)dí(g)ctus(f) Dó(g)mi(gh)nus(hg) <v>\greheightstar</v>(;) A(f) sǽ(gh)cu(g)lo(f) et(f) us(g)que(fd) in(f) sǽ(g)cu(f)lum.(f)  <sp>V/</sp>(::) Qui(f) fa(g)cit(f) (,) mi(f)ra(f)bí(f)li(f)a(f) so(gh)lus.(hg)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,1.3H2,L
Benedictus es Domine,Benedictus es Domine * In firmamento cæli. ℣ Et laudabilis et gloriosus in sæcula.,"Dan 3,56",6,f f f fg g gf g gh g f gh gfd fg g f,ARII 459,"Antiphonæ & Responsoria/Tomus III, p. 121","(c4)Be(f)ne(f)dí(f)ctus(fg) es,(g) Dó(gf)mi(g)ne,(gh) <v>\greheightstar</v>(;) In(g) fir(f)ma(gh)mén(gvFD)to(fg) cæ(g)li.(f)  <sp>V/</sp>(::) Et(h) lau(h)dá(ixhi)bi(h)lis(h) et(h) glo(h)ri(g)ó(gh)sus(g) (,) in(g) sǽ(gf)cu(g)la.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,1.3H1,2V
Christe Fili Dei V/ Qui attritus,Christe Fili Dei vivi * Miserere nobis. ℣ Qui attritus es propter scelera nostra.,"cf. Mt 16,16; Is 53,5",4,g g g e f e de e e f dc df fgfe e,cf. CAO 6276,"Antiphonae & Responsoria/Tomus II, p. 6","(c4)Chri(g)ste,(g) Fi(g)li(e) De(f)i(e) vi(de)vi,(e) <v>\greheightstar</v>(;) Mi(e)se(f)ré(dc)re(df) no(fgFE)bis.(e)  <sp>V/</sp>(::) Qui(ixehiv) at(h)trí(gh)tus(g) es(g) (`) prop(g)ter(g) scé(h)le(gf)ra(de) no(efwgFE)stra.(e)  <sp>V/</sp>(::) Gló(ixehiv)ri(h)a(g) Pa(g)tri(g) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(gf)i(de) San(efwgFE~)cto.(e) (::)",0,1-5Q1,L
Christe Fili Dei V/ Qui hodie apparuit,Christe Fili Dei vivi * Miserere nobis. ℣ Qui hodie apparuisti.,"<sp>R/</sp>: cf. Mt 16,16",6,f f f fg g gf g gh f gh gfd fg g f,cf. CAO 6276,"Antiphonae & Responsoria/Tomus I, p. 149","(c4)Chri(f)ste,(f) Fi(f)li(fg) De(g)i(gf) vi(g)vi,(gh) <v>\greheightstar</v>(;) Mi(f)se(gh)ré(gvFD)re(fg) no(g)bis.(f)  <sp>V/</sp>(::) Qui(h) hó(ixhi)di(g)e(g) (`) ap(g)pa(g)ru(gf)í(g)sti.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Bapt,L
Christe Fili Dei V/ Qui Mariæ,Christe Fili Dei vivi * Miserere nobis. ℣ Qui Mariæ et Ioseph subditus fuisti.,"cf. Mt 16,16; cf. Lc 2,51",6,f f f fg g gf g gh f gh gfd fg g f,cf. CAO 6276,"Antiphonae & Responsoria/Tomus I, p. 92","(c4)Chri(f)ste,(f) Fi(f)li(fg) De(g)i(gf) vi(g)vi,(gh) <v>\greheightstar</v>(;) Mi(f)se(gh)ré(gvFD)re(fg) no(g)bis.(f)  <sp>V/</sp>(::) Qui(h) Ma(h)rí(ixhi)æ(h) et(g) Io(gh)seph(g) (,) súb(h)di(g)tus(g) fu(gf)í(g)sti.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Fam,L
Christe Fili Dei V/ Qui natus,Christe Fili Dei vivi * Miserere nobis. ℣ Qui natus es de Maria Virgine.,"<sp>R/</sp>: cf. Mt 16,16",6,f f f fg g gf g gh f gh gfd fg g f,cf. CAO 6276,"Antiphonae & Responsoria/Tomus I, p. 115","(c4)Chri(f)ste,(f) Fi(f)li(fg) De(g)i(gf) vi(g)vi,(gh) <v>\greheightstar</v>(;) Mi(f)se(gh)ré(gvFD)re(fg) no(g)bis.(f)  <sp>V/</sp>(::) Qui(h) na(ixhi)tus(g) es(g) de(g) Ma(g)rí(h)a(g) Vír(gf)gi(g)ne.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,N2H1,L
Christe Fili Dei V/ Qui sedes,Christe Fili Dei vivi * Miserere nobis. ℣ Qui sedes ad dexteram Patris.,"<sp>R/</sp>: cf. Mt 16,16",6,f f f fg g gf g gh f gh gfd fg g f,CAO 6276; AR 15,"Antiphonæ & Responsoria/Tomus III, p. 121","(c4)Chri(f)ste,(f) Fi(f)li(fg) De(g)i(gf) vi(g)vi,(gh) <v>\greheightstar</v>(;) Mi(f)se(gh)ré(gvFD)re(fg) no(g)bis.(f)  <sp>V/</sp>(::) Qui(h) se(ixhi)des(g) (,) ad(g) déx(h)te(g)ram(gf) Pa(g)tris.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,1.3H1,L
Christe Fili Dei V/ Qui surrexisti,Christe Fili Dei vivi miserere nobis * Alleluia alleluia. ℣ Qui surrexisti a mortuis.,"<sp>R/</sp>: cf. Mt 16,16",6,f f f f f f g f f f f e g h h hg g f d fg g f,cf. CAO 6276,"Antiphonae & Responsoria/Tomus II, p. 159","(c4)Chri(f)ste,(f) Fi(f)li(f) De(f)i(f) vi(g)vi,(f) (,) mi(f)se(f)ré(f)re(e) no(g)bis,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Qui(f) sur(f)re(f)xí(g)sti(f) a(e) mór(g)tu(g)is.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,P1,L
Christe Fili Dei V/ Qui venturus,Christe Fili Dei vivi * Miserere nobis. ℣ Qui venturus es in mundum.,"<sp>R/</sp>: cf. Mt 16,16; <sp>V/</sp>: Io 6,14",4,e e e e f fd ef gg e f dc df f e,cf. CAO 6276,"Antiphonae & Responsoria/Tomus I, p. 4","(c4)Chri(e)ste,(e) Fi(e)li(e) De(f)i(fd) vi(ef)vi,(ggo) <v>\greheightstar</v>(;) Mi(e)se(f)ré(dc)re(df) no(f)bis.(e)  <sp>V/</sp>(::) Qui(c) ven(de)tú(e)rus(e) es(f) in(fd~) mun(ef)dum.(ggo)  <sp>V/</sp>(::) Gló(e)ri(g)a(g) Pa(gh)tri(h) et(h) Fí(g)li(h)o(e) (,) et(e) Spi(e)rí(f)tu(fe)i(d) San(ef<)cto.(g) (::)",0,Adv H1,L
Christus dilexit V/ Et fecit nos,Christus dilexit nos et lavit nos * In sanguine suo. ℣ Et fecit nos regnum et sacerdotes Deo et Patri.,"Ap 1,5-6",6,f f f g f fe dc f fgd ifghih h gh f ifghihgf ghf f,ARII 431,"Antiphonae & Responsoria/Tomus II, p. 189","(c4)Chri(f)stus(f) di(f)lé(g)xit(f) nos(fe) et(dc~) la(f)vit(fgd) nos(ixfgw!hih) <v>\greheightstar</v>(;) In(h) sán(gh)gui(f)ne(ixfg!hwiHGF) su(ghf)o.(f)  <sp>V/</sp>(::) Et(f) fe(g)cit(f) nos(f) re(gh)gnum(f) (,) et(f) sa(f)cer(f)dó(g)tes(f) De(f)o(fe) et(dc~) Pa(fgd)tri.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,Cord,V
Christus dilexit nos V/ Ut nos offerret,Christus dilexit nos et lavit nos * In sanguine suo. ℣ Et fecit nos Deo regnum et sacerdotium.,"Ap 1,5-6",6,f f f g f f f g gh h fg h g fg g f,PM 343,"Antiphonae & Responsoria/Tomus III, p. 126","(c4)Chri(f)stus(f) di(f)lé(g)xit(f) nos(f) et(f) la(g)vit(gh) nos(h) <v>\greheightstar</v>(;) In(fg) sán(h)gui(g)ne(fg) su(g)o.(f)  <sp>V/</sp>(::) Et(f) fe(f)cit(f) nos(f) De(f)o(f) re(g)gnum(f) (,) et(f) sa(f)cer(f)dó(g)ti(gh)um.(hg)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,1.3H6,V
Christus factus... crucis,Christus factus est pro nobis obœdiens usque ad mortem mortem autem crucis.,"Phil 2,8",5,ffg f fg f f f ghfedgefg f f hfghjjkjk jij hg hjjh f ifihgh fgf f fihhi g gjj ijhijighihg fff fdfghgfeghfhghggf,AM 420; ARII 185,"Antiphonae & Responsoria/Tomus II, p. 130","(c4)Chri(ffg)stus(f) fa(fg)ctus(f) est(f) pro(f) no(ghFEDge/fg)bis(f) (,) ob(f)<v>\char508</v>(hf/ghqjjvkjk)di(jij)ens(hg) (,) us(hvJJH)que(f) ad(ixfiHGh>) mor(fgf)tem,(f) (:) mor(fixhhoi>)tem(g) au(-gqjjv)tem(ixjhiwjvIGhwivHG) cru(fvfss)cis.(fd/f!ghvGFe@ghv/fhghvggf) (::)",0,6Q6,LV
Christus factus... crucis simpl.,Christus factus est pro nobis obœdiens usque ad mortem mortem autem crucis.,"Phil 2,8",4,e dedc d de e e gh h gf g fe e edd c de e e ffe d e f gg e,CAO 8443; OP 472,"Antiphonae & Responsoria/Tomus II, p. 130","(c4)Chri(e)stus(deDC) Dó(d)mi(de)nus(e) (,) fac(e)tus(gh) est(h) ob(gf)<v>\char508</v>(g)di(fe)ens(e) (,) us(eddo)que(c) ad(de) mor(e)tem,(e) (,) mor(ffe~)tem(d) au(e)tem(f) cru(ggo)cis.(e) (::)",0,6Q6,C
Christus factus... mortem,Christus factus est pro nobis obœdiens usque ad mortem.,"Phil 2,8",5,ffg f fg f f f ghfedgefg f f hfghjjkjk jij hg hjjh f ifihgh fgf f,AM 420; ARII 185,"Antiphonae & Responsoria/Tomus II, p. 127","(c4)Chri(ffg)stus(f) fa(fg)ctus(f) est(f) pro(f) no(ghFEDge/fg)bis(f) (,) ob(f)<v>\char508</v>(hf/g!hqjjvkjk)di(jij)ens(hg) (,) us(hvJJH)que(f) ad(ixfiHGh>) mor(fgf)tem.(f) (::)",0,6Q5,V
Christus factus... mortem simpl.,Christus factus est pro nobis obœdiens usque ad mortem.,"Phil 2,8",4,e dedc d de e e gh h gf g fe e edd c de e e,CAO 8443; OP 472,"Antiphonae & Responsoria/Tomus II, p. 127","(c4)Chri(e)stus(deDC) Dó(d)mi(de)nus(e) (,) fac(e)tus(gh) est(h) ob(gf)<v>\char508</v>(g)di(fe)ens(e) (,) us(eddo)que(c) ad(de) mor(e)tem.(e) (::)",0,6Q5,C
